date, pm25, pm10, o3, no2, so2, co
2018/12/13, 56, 40, , 9, 1, 4
2018/12/14, 83, 27, , 9, 1, 4
2018/12/15, 60, 17, , 9, 1, 4
2018/12/16, 44, 35, , 12, 1, 7
2018/12/17, 85, 58, , 13, 1, 7
2018/12/18, 138, 37, , 15, 1, 6
2018/12/19, 93, 33, , 15, 1, 5
2018/12/20, 79, 23, , 13, 1, 4
2018/12/21, 67, 21, , 13, 1, 5
2018/12/22, 63, 22, , 13, 1, 4
2018/12/23, 62, 28, , 10, , 5
2018/12/24, 71, 23, , 10, , 4
2018/12/25, 62, 24, , 11, , 5
2018/12/26, 67, 40, , 12, 1, 6
2018/12/27, 91, 35, , 10, , 5
2018/12/28, 82, 21, , 13, , 4
2018/12/29, 59, 27, , 14, , 6
2018/12/30, 70, 18, , 10, , 3
2018/12/31, 55, , , , , 
2018/7/2, 55, 17, , 11, , 3
2018/7/3, 28, 20, , 5, , 2
2018/7/4, 36, 17, , 6, , 1
2018/7/5, 28, 16, , 5, , 2
2018/7/6, 35, 20, , 7, , 3
2018/7/7, 33, 26, , 8, , 2
2018/7/8, 42, 17, , 5, , 3
2018/7/9, 41, 19, , 6, , 2
2018/7/10, 42, 20, , 5, , 3
2018/7/11, 41, 24, , 6, , 3
2018/7/12, 45, 30, , 8, 1, 5
2018/7/13, 42, 29, , 10, 1, 4
2018/7/14, 47, 42, , 15, 1, 5
2018/7/15, 64, 44, , 15, , 5
2018/7/16, 69, 37, , 12, , 5
2018/7/17, 56, 38, , 8, , 5
2018/7/18, 54, 34, , 7, , 4
2018/7/19, 63, 33, , 7, , 3
2018/7/20, 66, 27, , 13, , 6
2018/7/21, 62, 42, , 13, , 7
2018/7/22, 69, 44, , 10, , 5
2018/7/23, 71, 41, , 10, , 6
2018/7/24, 54, 49, , 9, , 5
2018/7/25, 62, 44, , 11, , 5
2018/7/26, 58, 52, , 15, , 6
2018/7/27, 71, 56, , 19, , 6
2018/7/28, 80, 55, , 13, , 5
2018/7/29, 78, 30, , 6, , 5
2018/7/30, 42, 33, , 10, , 5
2018/7/31, 53, 42, , 12, , 5
2018/8/1, 59, 42, , 15, , 5
2018/8/2, 59, 39, , 13, , 4
2018/8/3, 58, 36, , 13, , 4
2018/8/4, 61, 37, , 11, , 4
2018/8/5, 61, 24, , 7, 1, 3
2018/8/6, 46, 21, , 7, , 3
2018/8/7, 34, 23, , 8, 1, 2
2018/8/8, 40, 20, , 5, , 2
2018/8/9, 38, 28, , 12, , 4
2018/8/10, 47, 42, , 14, 1, 4
2018/8/11, 57, 29, , 8, , 2
2018/8/12, 44, 33, , 8, , 2
2018/8/13, 53, 23, , 5, , 2
2018/8/14, 35, 22, , 7, , 2
2018/8/15, 33, 35, , 16, , 2
2018/8/16, 62, 26, , 7, , 3
2018/8/17, 47, 39, , 10, , 5
2018/8/18, 50, 44, , 12, 1, 7
2018/8/19, 59, 42, , 12, 1, 6
2018/8/20, 56, 27, , 7, , 4
2018/8/21, 39, 23, , 7, 1, 4
2018/8/22, 42, 20, , 4, , 5
2018/8/23, 26, 27, , 9, 1, 5
2018/8/24, 40, 48, , 16, 1, 6
2018/8/25, 51, 57, , 18, 1, 8
2018/8/26, 67, 54, , 21, 1, 8
2018/8/27, 73, 61, , 24, 1, 8
2018/8/28, 78, 68, , 27, 2, 9
2018/8/29, 83, 59, , 23, 1, 8
2018/8/30, 80, 53, , 18, 1, 5
2018/8/31, 71, 39, , 20, , 6
2018/9/1, 63, 47, , 17, , 7
2018/9/2, 65, 50, , 17, 1, 8
2018/9/3, 69, 56, , 20, 1, 9
2018/9/4, 75, 46, , 16, 1, 7
2018/9/5, 62, 56, , 19, 1, 8
2018/9/6, 73, 56, , 23, 2, 9
2018/9/7, 76, 60, , 21, 1, 9
2018/9/8, 84, 70, , 26, 2, 8
